,at,score,thumbsUpCount,content
9149,2020-05-06,2,2,인터페이스가 너무 불편합니다 가나다순 정렬도 안돼고 랜덤듣기 기능도 없어서 불편합니다.
9150,2020-05-06,1,2,일단 불편함 바탕화면에 재생바도 못만들고 지금 리스트에 있는 노래 재생할라고 하면 한 곡만 재생됨
9151,2020-05-06,5,0,업뎃하고 이상해서 당황했는데 지웠다가 까니까 다시 잘되네영ㅎㅎㅎ
9152,2020-05-06,3,0,다 좋은데 현재 듣고 있는 노래가 담긴 재생목록을 저장할 수 있게 해주세요ㅠㅠ 따로 재생목록을 만들어서 저장하는게 너무 귀찮아요
9153,2020-05-06,2,0,유튜브만 아니었어도 절대 안썼을 앱. 잔렉 투성이에 ui도 개판
9154,2020-05-06,1,0,업데이트 대체 왜한건가요 진짜 너무불편해졌네요
9155,2020-05-06,1,0,업뎃하더니 재생목록안되고 노래트는거이상해졋어요 빨리확인해서 수정부탁해요
9156,2020-05-06,4,0,"다 좋은데요,, 저는 태블릿을 가로로 두고 많이 사용하는데 이 어플은 왜 가로모드를 지원하지 않을까요? 가로모드 제발 빨리 해주세요"
9157,2020-05-06,1,4,이번 업데이트하면서 재생목록이 사라졌습니다. 얼래는 한곡을 플레이하면 다음 곡으로 넘어갔어는데 그런게 사라지고 한곡만 듣기 가능해집니다 이번 업데이트는 재생목록도 삭제 못하고 별로 안좋은 업데이트인듯 합니다
9158,2020-05-06,3,3,오늘 갑자기 음악이 한곡만 재생되고 끝나버리네요. 다음곡 넘기는 버튼 활성화도 안되고..
9159,2020-05-06,1,2,업데이트 된 이후로 재생목록에 추가해놓은 음악을 재생하면 곡이 끝났을 시 그 다음곡으로 자동적으로 안넘어갑니다
9160,2020-05-06,1,2,업데이트된이후로 자동재생목록이 아예 사라졌습니다 ... 의사양반 이게 무슨 일이오
9161,2020-05-06,3,0,제발 재생목록 편집기능 좀 만들어주세요 하나씩 지우기 너무 힘들어요..
9162,2020-05-06,1,2,이거 빨리 수정해줘!!! 노래가 한곡밖에ㅜ안나와
9163,2020-05-06,1,1,랜덤믹스에 목록 왜 없어졌나요 다음노래로도 못 넘어가네요 업뎃이 더 불편해지면 어떡하죠
9164,2020-05-06,5,2,"최근 업데이트 이후, 재생목록 추가 구성되지 않는 이슈(단순 한곡 재생)가 있었는데 빠르게 조치가 되었네요. 현재 음악 및 컨텐츠 재생 앱 중에 제일 나은듯 합니다."
9165,2020-05-06,1,0,최근에 업데이트 하면서 음악을 연달아 재생할 수가 없어졌는데 고쳐주실 수 없나요ㅠ 너무 불편해졌네요...
9166,2020-05-06,1,0,뭔업데이트한거야 자동재생이 하나도안되네
9167,2020-05-06,4,0,업데이트 하니까 전보다 훨씬 좋아졌네요 가사가 거의 모든 노래에 없는게 아직도 큰 단점이지만 차라리 가사도 우리가 넣을수 있게 해주면 엄청 편할텐데요
9168,2020-05-06,1,1,업데이트 왜 하신거에요 재생도 안되고 노래 제목도 안보이고 최악입니다
9169,2020-05-06,1,0,모두다 경험하고 있네요 업뎃 이후 한곡만 재생되고 끝나네요. 빠른 수정 부탁드립니다.
9170,2020-05-06,1,0,5.6 업데이트 이후 한곡 반복 재생이 안됩니다
9171,2020-05-06,1,0,뭔짓을 했길래 다음곡 넘기는것도 안되게 해놓은건지.. 1부터 10까지 다불편
9172,2020-05-06,2,0,왜 다음곡이 없고 플레이리스트가 없어졌죠?
9173,2020-05-06,1,0,왜 자동재생안되고 노래리스트에 아무것도안올라오죠 노래들으라는거야 말라는거야 개빡치게하네
9174,2020-05-06,1,1,아니 업데이트를 해놓고 기존에 있던걸 다 없애면 어떻게 합니까..... 노래를 하나씩 눌러가면서 음악듣게 해놨네 업데이트 전으로 돌려주세요
9175,2020-05-06,1,5,재생목록에서 다음 곡으로 넘어가지 않습니다. 유튜브 백그라운드로 재생하는 것 보다 조금 더 별로인 수준인 어플.
9176,2020-05-06,1,1,믹스로 끊임없이 재생된다면서 왜 한곡밖에 재생이 안되나요! 고쳐주세요!ㅠㅠ
9177,2020-05-06,1,0,where is the playlist?
9178,2020-05-06,4,0,업데이트 후 다음곡으로 넘어가는 버튼이 활성화가 안되고 재생목록을 볼 수가 없습니다
9179,2020-05-06,2,0,업데이트 후 한곡반복이 됐다 안됐다그런 것같은데 원인이 있나요?
9180,2020-05-06,1,0,패치후 재생목록 이상증상
9181,2020-05-06,3,1,갑자기 다음곡으로 넘어가지를 않습니다. 어떤 메뉴에서도요. 하나 들으면 목록가서 다시 눌러줘야 한곡씩 나오네요
9182,2020-05-06,5,0,업데이트 이후 이상해요 갑자기 연속재생이 안되요 해결좀
9183,2020-05-06,3,0,노래 제목이랑 가수 이름이 안뜨고 한 곡 들으면 다음 곡으로 안넘어가요
9184,2020-05-05,1,0,업뎃 왜했냐 자동적으로 추천해주는거 개꿀이었는데
9185,2020-05-05,1,0,업데이트 후에 한곡 밖에 재생 안되는거 뭐지;;;
9186,2020-05-05,2,1,한곡씩밖에 안돼요 빨리 고쳐주세요
9187,2020-05-05,1,2,"업데이트 이후 재생목록에서 연속재생이 안되서, 한 곡 듣고나면 노래 안나옴 ㅡㅡ"
9188,2020-05-05,1,1,업데이트 한 뒤로 재생목록에서 다음 노래로 자동재생이 안돼요.. 목록에 들어가서 다시 다음 노래를 틀어야하는데 이게 무슨일인가요
9189,2020-05-05,1,0,"안그래도 불편한 앱이었는데, 업데이트 하고 나서 더 이상해짐"
9190,2020-05-05,3,0,잘쓰다가 무슨 이상한 업데이트를 했는지 다음곡 노래 목록도 안보이네요
9191,2020-05-05,1,0,머냐 왜 갑자기 자동재생 안되냐?..
9192,2020-05-05,2,1,자동업뎃이후 어플 이상해진분들은 재설치하면 원래대로 돌아옵니다 근데 왜 짜증나게 지맘대로 업뎃쳐해서 사람귀찮게만드는지 원
9193,2020-05-05,4,0,이번업데이트때문인지몰라도 재생목록이생성이안되네요 삭제하고 다시설치하니까 되서 괜찬은데 오류수정부탁드려요
9194,2020-05-05,1,1,업데이트 이후 재생목록이 정상적으로 로딩되지 않아 음악을 연속해서 재생되지 않습니다. 빠른 수정 부탁드립니다.
9195,2020-05-05,1,0,업뎃이후 앨범의 재생목록이 안뜹니다. 수정해주세요.
9196,2020-05-05,1,1,셔플 눌러도 왜 한곡만 재생되고 다음곡으로 안넘어가죠? 스밍이 전혀 안되는 상황
9197,2020-05-05,1,1,재생리스트라고 추천되는 것 틀면 다음곡이 안 틀어짐 ㅋㅋㅋㅋㅋ
9198,2020-05-05,5,0,재생목록 오류 뜨신분들 재설치하면 다시 돌아와요
9199,2020-05-05,1,1,업뎃후에 영상 목록 선택도 안되고 여러 영상 재생목록에 올리는 것도 안되고 재생목록에 추가 등등 여러가지 옵션 다 사라졌네 ㅋㅋㅋ 이런 업뎃하면서 입 꾹 닫고 아몰랑 ㅋㅋㅋㅋㅋ 클라쓰
9200,2020-05-05,2,1,업데이트 이후 많이 불편해진거같습니다 노래를듣고 끝나면 그 장르의 비슷한 음악이 재생이되었는데 이제 재생이 안되가지고 한번들으면 다른음악 또 찾아야하는 불편함이 있네요
9201,2020-05-05,1,0,혹시 저도 개발팀에 취직할수 있을까요? 원래도 그냥저냥 불편함 많은 앱에서 아예 똥쓰레기 폐기물로 업데이트 시켜놓고 돈받아먹을 수 있으니 정말 신의직장이네요. 아마 이 앱 개발팀은 다 초졸 수준 지식으로 일하는거 같은데 이런 직장 저도 꼭 다녀보고싶네요
9202,2020-05-05,5,0,오오 자동업데이트돼서 다음곡재생이 안되길래 어플리뷰대로 다시 깔았어요. 한참을 안깔리더니 들어가니까 이제 가사지원되네요♡♡ 굿굿
9203,2020-05-05,1,1,한개의 음악을 듣고나면 다른 음악으로 넘어가질 않네요
9204,2020-05-05,5,2,@.@.@ 혹시몰라 지웠다 설치하니까 연속재생됩니다 안된분들 지웠다가 설치하세요
9205,2020-05-05,1,2,버그좀 고치고 관련 음악 나오는거 왜 사라짐? 그리고 재생목록 음악은 왜 다음게 안나와요
9206,2020-05-05,2,3,예전에는 노래 선택하면 뒤에 비슷한 노래 자동재생 나오곤 했고 재생목록에 있는 노래는 바로 나왔는데 한곡만 나오고 멈춰요. 업데이트를 기존틀을 바꿨으면 어떻게 써야하는지를 알려주셔야죠..
9207,2020-05-05,3,0,어플 관계자형들 난 자비로우니까 하루 시간줄게 어서 연속재생 돌려놔 안되있음 결제취소야
9208,2020-05-05,2,1,업데이트이후 곡 제목과 가수 이름이 안 떠요. 전엔 되던 뮤직 스테이션도 안 되고요 다음 업데이트땐 꼭 필요한것만 추가하셨으면 좋겠습니다.
9209,2020-05-05,1,2,업데이트 이후 연속 재생 불가로 앱이 쓰레기가 되었습니다. 뮤직 플레이어로서의 기능이 없습니다.
9210,2020-05-05,3,4,전날까지만 잘되던게 재생목록의 노래들이 한곡들으면 다음곡으로 자동재생이 안되네요.
9211,2020-05-05,1,1,갑자기 왜 이러지ㅋㅋㅋㅋㅋ 다음곡 재생도 안되면 어쩌라는 겁니까 제대로 테스트도 안 하고 업데이트 반영하다니 구글이 왜이러죠?
9212,2020-05-05,5,2,다음곡 자동재생 안되는 부분은 제거 했다가 다시 깔면 됩니다~
9213,2020-05-05,1,2,업데이트했더니 믹스로 틀어지지도 않고 노래제목은 나오지도 않고 연관노래로 틀어지던게 한곡 틀어지고 끝인데 이게 오류가 아니라면 해지할 생각입니다. 확인부탁드립니다.
9214,2020-05-05,5,3,업뎃후 이상해진거 삭제후 다시까니까 해결됨!
9215,2020-05-05,1,2,재생목록에 다음곡 재생이 안되네요 뭘 눌러봐도 한곡만 재생되고 업데이트되어 바뀐 하단바에 재생목록에도 아무것도 안뜨네요 다음노래로 재생을 눌러 추가시켜도 그노래로 바로이동되면서 재생목록은 여전히 아무것도안뜹니다 빨리좀 확인해주세요
9216,2020-05-05,1,1,왜 업데이트후로 재생목록에서 다음 노래로 자동으로 넘어가는게 없어졌나요..? 노래듣고 하나하나 넘겨야되는게 너무 불편합니다 아니면 따로 설정이있나요?
9217,2020-05-05,1,2,왜 갑자기 연속재생이 사라지나요ㅎㅎ?
9218,2020-05-05,1,3,업데이트 어떻게 했길래 한곡씩만 재생되고 그다음 곡으로 안넘어가는거에요? 진짜구리니까 업데이트취소좀
9219,2020-05-05,1,1,오류 고쳐줭
9220,2020-05-05,5,1,만족합니다. 하지만 가끔씩 멈추는 오류는 고쳐주시길바랍니다
9221,2020-05-05,1,1,아니 뮤직스테이션 기능이 이상해졌네요 한국노래로 뮤직 스테이션 실행하면 생판처음듣는 외국노래가 나오고 노래가 안이어지고 재생하다가 다음노래안나오고 그러네요 짜증나게하지마세요
9222,2020-05-05,1,1,업데이트하고 어플이 맛탱이가 갔는데 왜 이래요?
9223,2020-05-05,1,4,업데이트되더니쓰레기가되버림 다시깔아보니 전처럼되서 다행
9224,2020-05-05,1,1,업데이트 아이디어 낸 새1끼부터 회사에서 짜르삼 앱이 점점퇴보하네
9225,2020-05-05,1,3,업데이트 왜 이따구로함? 앱을 아예 못사용하도록 만들어놨네. 노래목록 죄다 없애고 한곡 듣고 다음으로 넘어가지도 못하게 만들어놓고 ㅋㅋㅋ 롤백 안하면 개폭망할듯.
9226,2020-05-05,2,2,오늘부터 갑자기 노래가 다음으로 안넘어가네요....
9227,2020-05-05,1,0,무료에요?????
9228,2020-05-05,1,3,업뎃하고 다운 제외한 플레이리스트에서 다음 노래들이 뜨는 기능이 사라졌어요 그리고 믹스테이프도 한곡 뜨면 그 리스트들도 안 떠요
9229,2020-05-05,1,2,아니 버전을 업그레이드하면서 왜 더 후저져요? 돈이 없어서 업글하기전에 확인도 안하고 하나? 참....전에는 좋았는데 가면갈수록 안좋아지네요
9230,2020-05-05,1,4,업데이트하고나서 동영상보기눌러도 썸네일만 나오는것 재생목록 안보이는것 다음노래로 넘어가는 버튼 비활성화되있는것 너무 불편한데 다시 전처럼 고쳐주세요
9231,2020-05-05,1,3,업데이트 이후 한곡듣고 정지되서 불편합니다
9232,2020-05-05,1,2,업데이트하면서 내 플레이리스트도 날리면 어떡하냐아아 ㅠㅠ 다음곡 넘어가는것도없고 ㅠㅠ 다시 다운그레이드시켜줘요ㅠ
9233,2020-05-05,2,1,잘 쓰고 있었는데 갑자기 내믹스음악 틀어도 한곡 재생되고 멈춰버리고 노래 제목도 표시도 안되고 이상해요...
9234,2020-05-05,1,2,업데이트 이후 재생목록 및 다음 곡 재생이 안되네요... 뭐죠 이게?
9235,2020-05-05,1,4,업데이트 이후 음악이 자동재생이안되서 하루종일 불편을 겪고있습니다. 다음곡으로 안넘어가서 음악플레이어로서 역할을 전혀 못하고있어요. 몇일동안 쓸모없는앱으로 두실건가요
9236,2020-05-05,2,1,음질 좋아진건 알겠고 혹시 재생에 관한 알고리즘 그냥 유투브랑 같이 공유하고 있으면 업뎃 좀 해주세요 지금 한곡재생 반복재생 연속재생 다 안됩니다 돈쓰면서 쓰고있어요 해결해주세요
9237,2020-05-05,1,5,업데이트하고나서 다음노래로 넘어가는 버튼이 터치가 안되게 바뀌었습니다. 그리고 하단에 노래 리스트 나오는 리스트도 없어져서 안나오네요. 그냥 업데이트 전으로 그냥 돌려놔주시죠;;
9238,2020-05-05,4,0,업데이트 이후 다음 노래(동영상) 재생이 안 되고 듣고 있는 노래 다시 듣기만 되는 문제가 발생합니다.
9239,2020-05-05,1,7,일부 곡에서 제목이 제대로 표시되지 않고 상단바에 앨범커버가 표시되지 않는 오류가 있네요 다운로드 스트리밍 모두 일어납니다 UI 바뀌고 나서 이러는 것 같은데 수정 부탁드립니다 다운로드는 목록으로 들어가면 정상적으로 뜨는데 메인에서 누르면 오류가 나네요
9240,2020-05-05,1,2,재생목록에 셔플을해도 한곡만나오고 끝나네요 유튜브도 프리미엄인데도 불구하고 계속해서 노래제목 조차 안나오고요 앨범커버도 안나오고요 업데이트이후 불편해졌습니다 당장에 해지하겠습니다 더이상 쓸 의미가없네요
9241,2020-05-05,4,0,배속기능도 추가해주세요
9242,2020-05-05,4,0,내폰의 음악과 유튜브 자체의 음악을 하나의 제생목록으로 묶을수 있으면 유용할것같습니다
9243,2020-05-05,1,0,안좋네요
9244,2020-05-05,4,0,무료로 음악을 들을 수 있다는 점이 좋다💜
9245,2020-05-05,1,1,저는 유튜브에 있는 영상들을 다른 앱을 켜도 백그라운드 재생이 되길 기대하고 설치한건데 앱을 끄면 노래가 안 들리면 그냥 유튜브 보는 게 더 나은 거 아닌가요? 이 앱은 필요가치가 느껴지지가 않네요
9246,2020-05-05,2,1,오프라인 듣기가 프리미엄한테만 적용될거면 유튜브랑 다를게 없는거 아닌가;
9247,2020-05-04,1,1,앱이 업데이트된 건지는 모르겠지만 좋아요 한 노래 메뉴도 없어지고 앱이 이상해졌어요. 다시 돌려주세요
9248,2020-05-04,3,0,"다 좋은데 핸드폰 끄면 노래가 재생이 안되고, 다른화면이 켜져있을때 노래가 않 나옵니다.그것말고는 다 좋습니다."
9249,2020-05-03,3,1,"내 앨범에 있는 노래를 검색해서 찾을 수 있었으면 좋겠어요. 내 앨범의 노래중 하나를 듣고 싶다던지,삭제하고 싶을 때 검색하는 기능이요. 몇 백곡이 있는데 일일이 보면서 찾습니다. 그리고 갑자기 다운받은 노래중 들을 수 없게 된 노래들이 꽤 많이 있네요. 이런 것들 개선 부탁드립니다!🙇"
9250,2020-05-03,5,0,좋아요..
9251,2020-05-03,3,0,최신 노래 연동이 늦네요 앨범나온지 이틀이나 지났는데 원래 이런가요?
9252,2020-05-02,5,0,마음에 꼭드는 음악
9253,2020-05-02,3,9,유튜브 프리미엄 쓰면서 쓰긴 좋은데.... 음악 플레이어앱으로서의 기본적인 기능이 좀..부족한 것 같긴 함 다른어플사용할 때부터 위젯으로 듣는게 습관이었는데 유툽뮤직은 그게 잘 안되서 매우 힘들댜 꺼져있는 상태에서는 위젯이 무용지물임....
9254,2020-05-02,2,3,노래가 나오다가 그냥 멈춰버려요 한두번 그런것도아니고 자주 그럽니다. 가사 없는 노래도 많았고요. 그리고 뭔가 좀 불편한 느낌이에요
9255,2020-05-02,4,1,배속재생 기능도 추가해주세요! 가끔 알고리즘이 이상한 언어의 노래를 들려주는거 빼고는 만족스럽습니다.
9256,2020-05-02,4,1,취향에 맞게 플레이리스트에 노래가 추천되는게 정말 좋은데 전부터 계속 듣던것만 나옴 폭넓게 추천됐으면 좋겠음
9257,2020-05-02,2,16,며칠 전부터 좋아요 표시한 곡 목록이 이상해지는 오류를 겪고 있습니다. 좋아요 표시한 곡은 어디가고 앨범목록에 추가했던 곡들이 좋아요 표시한 곡 목록을 가득 채워서 제대로 된 음악감상이 안 되네요. 빠른시일내에 고쳐졌으면 하는 바램입니다.
9258,2020-05-02,5,0,"다 좋은데 다른 앱에 들어갔을때, 전원을 껐을때 노래를 들을 수 있으면 좋겠어요"
9259,2020-05-02,4,0,아티스트 차단기능도 주세요
9260,2020-05-02,1,4,내가 좋아요 눌러놓은 음악들이 자꾸 사라져요 그리고 이젠 유튜브앱에서 좋아요 누른 음악들이 내 보관함에 올라가지도 않고요 솔직히 유튜브로 음악 찾아가면서 같이 듣는게 편했는데..
9261,2020-05-02,1,0,"갤럭시s20+으로 바꾸고부터 자꾸 끊기고 멈추고 소리안나고 블루투스도 자기 맘대로 연결끊겨있고.. 이 유툽뮤직앱만 틀면 이러니 노래도 못듣겠음 삭제하고 다시 깔면 괜찮아짐 매번 삭제하고 다시깔고 며칠째 그러다가 속터져서 리뷰남기러 옴 한달에 만 얼머씩 돈내고 사용하는데, 신경 좀 써주세요"
9262,2020-05-02,1,0,유투브프리미엄때문에 쓰는데 가사 지원 진짜구리다 시대가어느때인데 ...유툽이잖아 가사 제공좀해라
9263,2020-05-01,1,0,아니 버그걸렷음 업데이트하고 제대로 안켜짐 ㅡㅡㅡ
9264,2020-05-01,5,13,"유튜브 프리미엄 쓰면서 덩달아 쓰는데 음악 감상으로 잘 쓰고 있습니다. 근데 최근 갤럭시 버즈 플러스 구입 하면서 문제가 있는데, 이전에 쓰던 것 처럼 이어폰 재생키로 바로 음악재생을 하려하면 안켜집니다. 유튜브 뮤직이 지니뮤직이나 멜론같은 앱이랑 뭔가 다른거 같은데.. 아무튼 안되는게 조금 거슬리는거 빼고 만족스럽습이다."
9265,2020-05-01,1,0,도대체 그냥 유튜브로 듣는 음악과 차이를 모르겠습니다.
9266,2020-04-30,5,0,프리미엄써서잘쓰고잇습니다
9267,2020-04-30,5,0,좋아
9268,2020-04-30,5,0,가사를 볼 수 없어서 개인적으론 아쉽네요
9269,2020-04-30,5,0,잘 쓰고 있어요 만족!
9270,2020-04-30,5,0,원탑
9271,2020-04-30,5,1,화면을 껏을때도 노래가 나오면 좋겠어요~^^
9272,2020-04-30,5,0,최고
9273,2020-04-30,5,0,국내 음원 사이트들은 반성해라 유튜브 뮤직 발끝도 못따라옴 너네는
9274,2020-04-30,1,2,정말 잘 쓰고있던 앱인데 갑자기 좋아요 누른 음악들이 왜 다 사라졌나요??? 정말 화나는 상황이네요 빠른조치 부탁드립니다.
9275,2020-04-30,5,1,진짜 모든 앱중에 단연1등인데? 그냥 반신반의하고 다운했는데 레전드네 이걸로만 음악들음
9276,2020-04-30,4,0,다 좋은데 제목이 영어로 바뀌어서 검색할 때 그냥 넘겨버리네요
9277,2020-04-30,1,0,가끔 앱이 먹통일 때가 있습니다. 인터넷 연결을 끄면 되더군요 개선 부탁합니다.
9278,2020-04-30,5,0,멜롱 ㄲㅈ
9279,2020-04-30,5,0,개좋음
9280,2020-04-30,5,0,갠적으로 다른 뮤직앱에는 없는 리믹스 음악이나 해외edm을 많이들어서 유투브뮤직이 더 좋네요
9281,2020-04-29,4,0,노래가 많이 없어요 ㅠㅠ iyrtits등등.. 그리고 스트리밍 횟수같은거 확인할수 있는 시스템이 있으면 좋겠어요
9282,2020-04-29,1,0,들국화 1집 잘되다가 왜 막힌거냐? 빠딱 제대로 올려라
9283,2020-04-29,5,0,모든것에 만족
9284,2020-04-29,5,1,"정말 좋습니다. 해외 음악들도 많고, 무엇보다 유튜브 프리미엄과도 연동되어 정말 잘 쓰고 있습니다."
9285,2020-04-29,3,3,다운로드 받은 앱을 정렬하는 기능 혹은 다운로드 받은 곡 내에서 검색할 수 있는 기능만 있다면 완벽할 것 같아요. 와이파이가 없으면 너무 불편해요.
9286,2020-04-29,5,0,너무 좋아여
9287,2020-04-29,5,0,안써보면 모를까 쓰고난후 다른거 쓰려면 개불편함
9288,2020-04-29,5,2,블루투스 이어폰으로 노래 정지는 가능한데 노래 재생이 안됩니다. 기종은 s9이고 버즈+ 사용중입니다 재생을 하면 바로 정지되어버립니다 버그인것 같은데 고쳐주시면 감사하겠습니다
9289,2020-04-29,4,0,유툽광고제거에 부가기능이라고 생각하면 4점 하지만 전체적으로 불친절함
9290,2020-04-29,1,0,최신음악이 너무 제시가 안됨
9291,2020-04-29,5,0,너무 편하고 좋아요
9292,2020-04-29,5,0,good Good Good!!!
9293,2020-04-29,4,1,내가 자주듣는 음악취향과 장르를 알아서 들려준다
9294,2020-04-28,4,0,가로는 왜지원을 안하세여
9295,2020-04-28,5,0,가사까지 나오다니...너무좋다...
9296,2020-04-28,5,0,좋음
9297,2020-04-28,5,0,이용하기 편리
9298,2020-04-28,4,0,운전중 핸즈프리로 사용시 전화통화 종료후 음악이 멈추는 증상이있습니다. 그것만 빼면 만점입니다.
9299,2020-04-28,5,0,자동 재생목록 생성 기능이 쓸만함
9300,2020-04-28,5,0,좋아
9301,2020-04-28,5,0,굿
9302,2020-04-28,5,0,아깝지가않음
9303,2020-04-28,5,0,편하네요
9304,2020-04-28,5,1,완전 좋은데 가사기능이나 좀더 많이 보완 해주세요 기대할께요
9305,2020-04-28,5,0,간편하게 사용할수있어 만족합니다.
9306,2020-04-28,5,0,유트브 프리미엄과 사용하니 좋습니다!
9307,2020-04-28,5,0,쵝오
9308,2020-04-27,3,0,신곡 나오면 노래로 검색 안되네요...
9309,2020-04-27,1,1,재생목록에 저장한 특정 일본 음악 들을 때마다 저장한 곡이 아닌 다른 곡이 나옵니다 제목만 같고 가수는 다르더군요 빨리 고쳐젔음 좋겠어요
9310,2020-04-27,4,0,편리하고 좋습니다
9311,2020-04-27,5,0,좋아요
9312,2020-04-27,5,0,"It's very useful app. Especially, i love the offline saving function. However, if there exists lyrics on/off function, i think it would be a perfect app for listening to music. Thanks :)"
9313,2020-04-27,1,2,어떻게 타이머 기능이 없죠? 음악 들으면서 자는거 좋아하는데 타이머 없어서 새벽에 깨고 아침까지 혼자 노래가 뱅뱅 돌아가네요. 기본적인 음악앱에 다 있는 기능인데 진짜 어처구니가 없어요. 아무리 그래도 매달 거의 만원돈 내는 서비스에 이건 너무 성의없는거 아닌가? 취향 맞춤 플레이리스트니 뭐니 그딴거 업뎃할 시간에 타이머 기능이나 추가하세요. 게다가 가사 좀 보고싶어도 가사를 하나도 업뎃 안해놨네요?? 이럴거면 가사 기능 아이콘은 왜 만들어놨어요? 어차피 눌러봤자 가사 따위 하나도 안뜨는데! 이전에 쓰던 음악앱 못지우고 가사 궁금할때마다 그걸로 찾아봐요. 이게 뭔 상황이죠??? 이럴거면 유튜브뮤직 앱은 왜 따로 만들어놨어요? 그냥 유튜브 백그라운드 재생으로 듣고말지. 한곡 반복 기능 이거 하나 때문에 이 앱을 쓰고있네요. 진짜 돈값 못하네. 다른 리뷰들도 보니까 꾸준히 지적하고 있는데 전혀 반영 안되고 있고. 리뷰로 피드백을 받고있기는 한건가 의심스럽네요.
9314,2020-04-27,5,3,"음원 사이트가 많지만, 무료버전을 이용해도 대부분의 음악을 이용할 수 있습니다. 주제별, 나이대별, 기분이나 날씨에 따라 맞춤식 음악을 들을 수 있습니다. 휴대폰을 이용하신다면 유튜브뮤직을 권유 드립니다. 감사합니다."
9315,2020-04-27,5,0,너무좋고 음질도 좋아요😀😀😀😀😀😀
9316,2020-04-27,4,0,재생 속도 조절할 수 있게 해주세요
9317,2020-04-27,5,0,아직도 멜론쓰는 흑우 있는가?
9318,2020-04-27,5,0,굿
9319,2020-04-27,4,0,"Please release it on PC... and make it available everywhere - including South Korea. And please make it easier for us remove songs from playlists. Again, please release it on PC and make it available everywhere, including Korea."
9320,2020-04-27,5,0,아주 좋네요
9321,2020-04-27,5,0,멜론 왜쓰냐 이렇게 좋은게 있는데
9322,2020-04-27,5,0,솔직히 가성비는 최고인듯
9323,2020-04-27,4,0,좋긴좋음
9324,2020-04-27,5,1,월 8800에 노래 스트리밍 서비스와 유튜브 광고제거를 한번에 챙길수있다. 솔직히 타 스트리밍 사이트 보다는 효율적이라고 생각함
9325,2020-04-27,4,0,노래추천알고리즘굿
9326,2020-04-27,2,0,"불편한 것은 덤, 재생목록도 제대로 재생하지 못한다"
9327,2020-04-27,4,0,가사가 나오는것만 나와서 이것좀 어캐하면 다좋을듯
9328,2020-04-27,4,0,다 좋은데 노래 가사가 나오지 않아서 불편해요.
9329,2020-04-27,5,0,재생목록내 정렬기능좀 넣어주세요
9330,2020-04-27,5,0,굿
9331,2020-04-27,5,0,다양한 음악을 들을수잇어조음
9332,2020-04-27,5,0,쪼아용
9333,2020-04-27,5,0,Good
9334,2020-04-27,5,0,좋아용
9335,2020-04-26,5,0,최고의 음악 앱
9336,2020-04-26,5,0,완전굿
9337,2020-04-26,5,1,좋아요 :) 왠만한 곡은 다 있어요 바로 뮤비 보기도 쉽구요!
9338,2020-04-26,4,2,백그라운드 앱 종료 시 음악앱중에선 이것만 종료됨 기기에 기본적으로 깔려있는것도 종료안되는데 월정액제로 쓰고있는데도 이건 해결해주지 않는다 나머지는 뭐 괜찮은것 같음
9339,2020-04-26,5,0,굿
9340,2020-04-26,4,0,알로리즘으로 추천되는 앨범음악은 만족이지만 내 믹스에서 반복되서 나오는 노래는 너무 귀찮음... 그리고 가사제공많이됬으면 좋겠음
9341,2020-04-26,5,0,Very good!
9342,2020-04-26,5,0,좋아요
9343,2020-04-26,5,1,멜론 지니 같은 스트리밍보다 200%낫다 유툽 프리미엄결제하면 같이 서비스 된다는 것도 마음에 듬
9344,2020-04-26,4,0,멜론처럼 앱을종료시켜도 노래재생이 가능했으면 좋겠고 ui는 변화되서 좋습니다 .
9345,2020-04-26,4,1,자막 기능이 추가된다면 정말 완벽할 것 같아요
9346,2020-04-26,5,0,좋아요^-^
9347,2020-04-26,5,0,good!!!
9348,2020-04-26,5,0,잘사영하고잇어요
9349,2020-04-26,1,1,노래 전체 재생 어떠케하는지도 모르겠고 현재 재생중인거 아예 취소하는것도 사라지고 다시 멜론으로 가야헐듯 어플자체가 불친절투성이~^^
9350,2020-04-26,5,0,좋아요
9351,2020-04-26,5,0,굿
9352,2020-04-26,4,0,가끔 있을거 같아 찾아보는 영상이 있을때가 있다.
9353,2020-04-26,5,0,전나좋음
9354,2020-04-26,1,0,재생화면 못생겨졌는데 왜이래요
9355,2020-04-26,5,0,기존 음악 스트리밍 앱을 쓰셨다면 가사가 불편하실수도 있지만 적응되면 이렇게 좋은게 없습니다
9356,2020-04-26,5,0,매달 잘 사용함
9357,2020-04-26,5,0,정말 잘 이용하고 있습니다...!👍👍
9358,2020-04-26,5,0,좋아요
9359,2020-04-26,4,1,타이머 기능 추가해주세요 자면서 듣게
9360,2020-04-26,5,0,좋아요 정말로
9361,2020-04-26,5,0,한번쓰면 못 헤어나오는건 확실
9362,2020-04-26,5,0,편리하고 좋아요
9363,2020-04-26,5,0,옛음악홀 같아요. 아주좋아요
9364,2020-04-26,5,1,무료로 쓰다가 무료 끝나자마자 끊고 유튜브 본지 3일차에 다시 쓰게 됩니다. 별 기능 없어 보이지만 그런 사소한게 정말 편해요.
9365,2020-04-26,5,0,유튜브 프리미엄 사용자가 사용하기에 좋은 앱입니다
9366,2020-04-26,5,0,goooooood
